image_id,official_split,split
COCO_train2014_000000259572,train,train
COCO_train2014_000000259595,train,train
COCO_train2014_000000259666,train,train
COCO_train2014_000000259677,train,train
COCO_train2014_000000259719,train,train
COCO_train2014_000000259745,train,train
COCO_train2014_000000259884,train,train
COCO_train2014_000000259951,train,train
COCO_train2014_000000260029,train,train
COCO_train2014_000000260050,train,train
COCO_train2014_000000260111,train,train
COCO_train2014_000000260139,train,train
COCO_train2014_000000260311,train,train
COCO_train2014_000000260347,train,train
COCO_train2014_000000260354,train,train
COCO_train2014_000000260373,train,train
COCO_train2014_000000260395,train,train
COCO_train2014_000000260445,train,train
COCO_train2014_000000260491,train,train
COCO_train2014_000000260604,train,train
COCO_train2014_000000260651,train,train
COCO_train2014_000000260679,train,train
COCO_train2014_000000260748,train,train
COCO_train2014_000000261003,train,train
COCO_train2014_000000261305,train,train
COCO_train2014_000000261315,train,train
COCO_train2014_000000261765,train,train
COCO_train2014_000000261893,train,train
COCO_train2014_000000262116,train,train
COCO_train2014_000000262172,train,train
COCO_train2014_000000262207,train,train
COCO_train2014_000000262261,train,train
COCO_train2014_000000262359,train,train
COCO_train2014_000000262389,train,train
COCO_train2014_000000262418,train,train
COCO_train2014_000000262508,train,train
COCO_train2014_000000262521,train,train
COCO_train2014_000000262561,train,train
COCO_train2014_000000262588,train,train
COCO_train2014_000000262603,train,train
COCO_train2014_000000262688,train,train
COCO_train2014_000000262747,train,train
COCO_train2014_000000262848,train,train
COCO_train2014_000000262884,train,train
COCO_train2014_000000262935,train,train
COCO_train2014_000000262937,train,train
COCO_train2014_000000262967,train,train
COCO_train2014_000000263041,train,train
COCO_train2014_000000263047,train,train
COCO_train2014_000000263276,train,train
COCO_train2014_000000263294,train,train
COCO_train2014_000000263381,train,train
COCO_train2014_000000263405,train,train
COCO_train2014_000000263434,train,train
COCO_train2014_000000263450,train,train
COCO_train2014_000000263623,train,train
COCO_train2014_000000263677,train,train
COCO_train2014_000000263703,train,train
COCO_train2014_000000263764,train,train
COCO_train2014_000000263770,train,train
COCO_train2014_000000263878,train,train
COCO_train2014_000000263970,train,train
COCO_train2014_000000263974,train,train
COCO_train2014_000000264079,train,train
COCO_train2014_000000264098,train,train
COCO_train2014_000000264256,train,train
COCO_train2014_000000264320,train,train
COCO_train2014_000000264362,train,train
COCO_train2014_000000264396,train,train
COCO_train2014_000000264434,train,train
COCO_train2014_000000264499,train,train
COCO_train2014_000000264511,train,train
COCO_train2014_000000264551,train,train
COCO_train2014_000000264636,train,train
COCO_train2014_000000264647,train,train
COCO_train2014_000000264708,train,train
COCO_train2014_000000264712,train,train
COCO_train2014_000000264884,train,train
COCO_train2014_000000264888,train,train
COCO_train2014_000000264959,train,train
COCO_train2014_000000265023,train,train
COCO_train2014_000000265052,train,train
COCO_train2014_000000265135,train,train
COCO_train2014_000000265187,train,train
COCO_train2014_000000265225,train,train
COCO_train2014_000000265236,train,train
COCO_train2014_000000265244,train,train
COCO_train2014_000000265292,train,train
COCO_train2014_000000265412,train,train
COCO_train2014_000000265449,train,train
COCO_train2014_000000265536,train,train
COCO_train2014_000000265566,train,train
COCO_train2014_000000265586,train,train
COCO_train2014_000000265594,train,train
COCO_train2014_000000265622,train,train
COCO_train2014_000000265625,train,train
COCO_train2014_000000265745,train,train
COCO_train2014_000000265967,train,train
COCO_train2014_000000265980,train,train
COCO_train2014_000000266038,train,train
COCO_train2014_000000266069,train,train
COCO_train2014_000000266108,train,train
COCO_train2014_000000266353,train,train
COCO_train2014_000000266422,train,train
COCO_train2014_000000266515,train,train
COCO_train2014_000000266533,train,train
COCO_train2014_000000266600,train,train
COCO_train2014_000000266618,train,train
COCO_train2014_000000266659,train,train
COCO_train2014_000000266697,train,train
COCO_train2014_000000266809,train,train
COCO_train2014_000000266859,train,train
COCO_train2014_000000266880,train,train
COCO_train2014_000000266908,train,train
COCO_train2014_000000267000,train,train
COCO_train2014_000000267008,train,train
COCO_train2014_000000267048,train,train
COCO_train2014_000000267059,train,train
COCO_train2014_000000267067,train,train
COCO_train2014_000000267105,train,train
COCO_train2014_000000267111,train,train
COCO_train2014_000000267136,train,train
COCO_train2014_000000267260,train,train
COCO_train2014_000000267324,train,train
COCO_train2014_000000267388,train,train
COCO_train2014_000000267402,train,train
COCO_train2014_000000267435,train,train
COCO_train2014_000000267497,train,train
COCO_train2014_000000267540,train,train
COCO_train2014_000000267560,train,train
COCO_train2014_000000267734,train,train
COCO_train2014_000000267779,train,train
COCO_train2014_000000267794,train,train
COCO_train2014_000000267798,train,train
COCO_train2014_000000267834,train,train
COCO_train2014_000000267871,train,train
COCO_train2014_000000267925,train,train
COCO_train2014_000000267969,train,train
COCO_train2014_000000267985,train,train
COCO_train2014_000000268014,train,train
COCO_train2014_000000268141,train,train
COCO_train2014_000000268150,train,train
COCO_train2014_000000268213,train,train
COCO_train2014_000000268227,train,train
COCO_train2014_000000268260,train,train
COCO_train2014_000000268274,train,train
COCO_train2014_000000268313,train,train
COCO_train2014_000000268370,train,train
COCO_train2014_000000268385,train,train
COCO_train2014_000000268397,train,train
COCO_train2014_000000268406,train,train
COCO_train2014_000000268510,train,train
COCO_train2014_000000268569,train,train
COCO_train2014_000000268570,train,train
COCO_train2014_000000268668,train,train
COCO_train2014_000000268718,train,train
COCO_train2014_000000268804,train,train
COCO_train2014_000000268876,train,train
COCO_train2014_000000269054,train,train
COCO_train2014_000000269091,train,train
COCO_train2014_000000269103,train,train
COCO_train2014_000000269213,train,train
COCO_train2014_000000269228,train,train
COCO_train2014_000000269333,train,train
COCO_train2014_000000269431,train,train
COCO_train2014_000000269434,train,train
COCO_train2014_000000269462,train,train
COCO_train2014_000000269477,train,train
COCO_train2014_000000269550,train,train
COCO_train2014_000000269566,train,train
COCO_train2014_000000269580,train,train
COCO_train2014_000000269888,train,train
COCO_train2014_000000269913,train,train
COCO_train2014_000000269915,train,train
COCO_train2014_000000269927,train,train
COCO_train2014_000000270109,train,train
COCO_train2014_000000270111,train,train
COCO_train2014_000000270135,train,train
COCO_train2014_000000270179,train,train
COCO_train2014_000000270186,train,train
COCO_train2014_000000270198,train,train
COCO_train2014_000000270234,train,train
COCO_train2014_000000270369,train,train
COCO_train2014_000000270388,train,train
COCO_train2014_000000270406,train,train
COCO_train2014_000000270512,train,train
COCO_train2014_000000270579,train,train
COCO_train2014_000000270596,train,train
COCO_train2014_000000270688,train,train
COCO_train2014_000000270789,train,train
COCO_train2014_000000270836,train,train
COCO_train2014_000000270865,train,train
COCO_train2014_000000270912,train,train
COCO_train2014_000000270922,train,train
COCO_train2014_000000270956,train,train
COCO_train2014_000000271034,train,train
COCO_train2014_000000271058,train,train
COCO_train2014_000000271118,train,train
COCO_train2014_000000271157,train,train
COCO_train2014_000000271171,train,train
COCO_train2014_000000271231,train,train
COCO_train2014_000000271360,train,train
COCO_train2014_000000271464,train,train
COCO_train2014_000000271473,train,train
COCO_train2014_000000271488,train,train
COCO_train2014_000000271574,train,train
COCO_train2014_000000271580,train,train
COCO_train2014_000000271875,train,train
COCO_train2014_000000271930,train,train
COCO_train2014_000000271987,train,train
COCO_train2014_000000272026,train,train
COCO_train2014_000000272171,train,train
COCO_train2014_000000272217,train,train
COCO_train2014_000000272218,train,train
COCO_train2014_000000272223,train,train
COCO_train2014_000000272269,train,train
COCO_train2014_000000272297,train,train
COCO_train2014_000000272405,train,train
COCO_train2014_000000272459,train,train
COCO_train2014_000000272490,train,train
COCO_train2014_000000272538,train,train
COCO_train2014_000000272670,train,train
COCO_train2014_000000272729,train,train
COCO_train2014_000000272743,train,train
COCO_train2014_000000272785,train,train
COCO_train2014_000000272800,train,train
COCO_train2014_000000272803,train,train
COCO_train2014_000000272866,train,train
COCO_train2014_000000273001,train,train
COCO_train2014_000000273049,train,train
COCO_train2014_000000273089,train,train
COCO_train2014_000000273103,train,train
COCO_train2014_000000273158,train,train
COCO_train2014_000000273200,train,train
COCO_train2014_000000273336,train,train
COCO_train2014_000000273378,train,train
COCO_train2014_000000273516,train,train
COCO_train2014_000000273537,train,train
COCO_train2014_000000273606,train,train
COCO_train2014_000000273607,train,train
COCO_train2014_000000273633,train,train
COCO_train2014_000000273658,train,train
COCO_train2014_000000273677,train,train
COCO_train2014_000000273716,train,train
COCO_train2014_000000273736,train,train
COCO_train2014_000000273783,train,train
COCO_train2014_000000273879,train,train
COCO_train2014_000000273886,train,train
COCO_train2014_000000274022,train,train
COCO_train2014_000000274079,train,train
COCO_train2014_000000274108,train,train
COCO_train2014_000000274130,train,train
COCO_train2014_000000274170,train,train
COCO_train2014_000000274267,train,train
COCO_train2014_000000274304,train,train
COCO_train2014_000000274341,train,train
COCO_train2014_000000274409,train,train
COCO_train2014_000000274499,train,train
COCO_train2014_000000274537,train,train
COCO_train2014_000000274556,train,train
COCO_train2014_000000274585,train,train
COCO_train2014_000000274586,train,train
COCO_train2014_000000274633,train,train
COCO_train2014_000000274640,train,train
COCO_train2014_000000274665,train,train
COCO_train2014_000000274690,train,train
COCO_train2014_000000274860,train,train
COCO_train2014_000000274916,train,train
COCO_train2014_000000275014,train,train
COCO_train2014_000000275028,train,train
COCO_train2014_000000275211,train,train
COCO_train2014_000000275339,train,train
COCO_train2014_000000275443,train,train
COCO_train2014_000000275565,train,train
COCO_train2014_000000275630,train,train
COCO_train2014_000000275631,train,train
COCO_train2014_000000275643,train,train
COCO_train2014_000000275672,train,train
COCO_train2014_000000275718,train,train
COCO_train2014_000000275760,train,train
COCO_train2014_000000275793,train,train
COCO_train2014_000000275795,train,train
COCO_train2014_000000275835,train,train
COCO_train2014_000000275919,train,train
COCO_train2014_000000275980,train,train
COCO_train2014_000000275997,train,train
COCO_train2014_000000276017,train,train
COCO_train2014_000000276233,train,train
COCO_train2014_000000276244,train,train
COCO_train2014_000000276418,train,train
COCO_train2014_000000276506,train,train
COCO_train2014_000000276507,train,train
COCO_train2014_000000276516,train,train
COCO_train2014_000000276539,train,train
COCO_train2014_000000276542,train,train
COCO_train2014_000000276565,train,train
COCO_train2014_000000276582,train,train
COCO_train2014_000000276584,train,train
COCO_train2014_000000276590,train,train
COCO_train2014_000000276711,train,train
COCO_train2014_000000276749,train,train
COCO_train2014_000000276829,train,train
COCO_train2014_000000276913,train,train
COCO_train2014_000000277072,train,train
COCO_train2014_000000277156,train,train
COCO_train2014_000000277263,train,train
COCO_train2014_000000277319,train,train
COCO_train2014_000000277401,train,train
COCO_train2014_000000277448,train,train
COCO_train2014_000000277472,train,train
COCO_train2014_000000277481,train,train
COCO_train2014_000000277503,train,train
COCO_train2014_000000277530,train,train
COCO_train2014_000000277575,train,train
COCO_train2014_000000277576,train,train
COCO_train2014_000000277718,train,train
COCO_train2014_000000277746,train,train
COCO_train2014_000000277775,train,train
COCO_train2014_000000277848,train,train
COCO_train2014_000000277885,train,train
COCO_train2014_000000277916,train,train
COCO_train2014_000000277956,train,train
COCO_train2014_000000277998,train,train
COCO_train2014_000000278001,train,train
COCO_train2014_000000278055,train,train
COCO_train2014_000000278219,train,train
COCO_train2014_000000278243,train,train
COCO_train2014_000000278309,train,train
COCO_train2014_000000278450,train,train
COCO_train2014_000000278452,train,train
COCO_train2014_000000278467,train,train
COCO_train2014_000000278496,train,train
COCO_train2014_000000278548,train,train
COCO_train2014_000000278628,train,train
COCO_train2014_000000278646,train,train
COCO_train2014_000000278675,train,train
COCO_train2014_000000278731,train,train
COCO_train2014_000000278796,train,train
COCO_train2014_000000278799,train,train
COCO_train2014_000000278936,train,train
COCO_train2014_000000279065,train,train
COCO_train2014_000000279122,train,train
COCO_train2014_000000279129,train,train
COCO_train2014_000000279199,train,train
COCO_train2014_000000279288,train,train
COCO_train2014_000000279308,train,train
COCO_train2014_000000279322,train,train
COCO_train2014_000000279415,train,train
COCO_train2014_000000279430,train,train
COCO_train2014_000000279588,train,train
COCO_train2014_000000279603,train,train
COCO_train2014_000000279608,train,train
COCO_train2014_000000279632,train,train
COCO_train2014_000000279647,train,train
COCO_train2014_000000279708,train,train
COCO_train2014_000000279777,train,train
COCO_train2014_000000279803,train,train
COCO_train2014_000000279844,train,train
COCO_train2014_000000279849,train,train
COCO_train2014_000000279871,train,train
COCO_train2014_000000279941,train,train
COCO_train2014_000000279957,train,train
COCO_train2014_000000279961,train,train
COCO_train2014_000000280018,train,train
COCO_train2014_000000280020,train,train
COCO_train2014_000000280023,train,train
COCO_train2014_000000280084,train,train
COCO_train2014_000000280122,train,train
COCO_train2014_000000280331,train,train
COCO_train2014_000000280423,train,train
COCO_train2014_000000280437,train,train
COCO_train2014_000000280442,train,train
COCO_train2014_000000280484,train,train
COCO_train2014_000000280596,train,train
COCO_train2014_000000280641,train,train
COCO_train2014_000000280721,train,train
COCO_train2014_000000280765,train,train
COCO_train2014_000000280829,train,train
COCO_train2014_000000280873,train,train
COCO_train2014_000000280995,train,train
COCO_train2014_000000281014,train,train
COCO_train2014_000000281105,train,train
COCO_train2014_000000281127,train,train
COCO_train2014_000000281160,train,train
COCO_train2014_000000281168,train,train
COCO_train2014_000000281224,train,train
COCO_train2014_000000281227,train,train
COCO_train2014_000000281237,train,train
COCO_train2014_000000281285,train,train
COCO_train2014_000000281339,train,train
COCO_train2014_000000281351,train,train
COCO_train2014_000000281358,train,train
COCO_train2014_000000281382,train,train
COCO_train2014_000000281464,train,train
COCO_train2014_000000281498,train,train
COCO_train2014_000000281557,train,train
COCO_train2014_000000281578,train,train
COCO_train2014_000000281586,train,train
COCO_train2014_000000281650,train,train
COCO_train2014_000000281652,train,train
COCO_train2014_000000281663,train,train
COCO_train2014_000000281764,train,train
COCO_train2014_000000281888,train,train
COCO_train2014_000000281920,train,train
COCO_train2014_000000281970,train,train
COCO_train2014_000000281996,train,train
COCO_train2014_000000282067,train,train
COCO_train2014_000000282070,train,train
COCO_train2014_000000282131,train,train
COCO_train2014_000000282158,train,train
COCO_train2014_000000282198,train,train
COCO_train2014_000000282252,train,train
COCO_train2014_000000282425,train,train
COCO_train2014_000000282431,train,train
COCO_train2014_000000282450,train,train
COCO_train2014_000000282579,train,train
COCO_train2014_000000282661,train,train
COCO_train2014_000000282667,train,train
COCO_train2014_000000282671,train,train
COCO_train2014_000000282691,train,train
COCO_train2014_000000282720,train,train
COCO_train2014_000000282733,train,train
COCO_train2014_000000282766,train,train
COCO_train2014_000000282773,train,train
COCO_train2014_000000282776,train,train
COCO_train2014_000000282949,train,train
COCO_train2014_000000283004,train,train
COCO_train2014_000000283018,train,train
COCO_train2014_000000283059,train,train
COCO_train2014_000000283111,train,train
COCO_train2014_000000283188,train,train
COCO_train2014_000000283278,train,train
COCO_train2014_000000283333,train,train
COCO_train2014_000000283408,train,train
COCO_train2014_000000283445,train,train
COCO_train2014_000000283479,train,train
COCO_train2014_000000283524,train,train
COCO_train2014_000000283617,train,train
COCO_train2014_000000283620,train,train
COCO_train2014_000000283638,train,train
COCO_train2014_000000283648,train,train
COCO_train2014_000000283658,train,train
COCO_train2014_000000283679,train,train
COCO_train2014_000000283863,train,train
COCO_train2014_000000283868,train,train
COCO_train2014_000000283913,train,train
COCO_train2014_000000284014,train,train
COCO_train2014_000000284150,train,train
COCO_train2014_000000284233,train,train
COCO_train2014_000000284259,train,train
COCO_train2014_000000284290,train,train
COCO_train2014_000000284448,train,train
COCO_train2014_000000284507,train,train
COCO_train2014_000000284529,train,train
COCO_train2014_000000284582,train,train
COCO_train2014_000000284644,train,train
COCO_train2014_000000284652,train,train
COCO_train2014_000000284756,train,train
COCO_train2014_000000284765,train,train
COCO_train2014_000000284910,train,train
COCO_train2014_000000285041,train,train
COCO_train2014_000000285045,train,train
COCO_train2014_000000285059,train,train
COCO_train2014_000000285180,train,train
COCO_train2014_000000285249,train,train
COCO_train2014_000000285254,train,train
COCO_train2014_000000285257,train,train
COCO_train2014_000000285342,train,train
COCO_train2014_000000285358,train,train
COCO_train2014_000000285417,train,train
COCO_train2014_000000285457,train,train
COCO_train2014_000000285470,train,train
COCO_train2014_000000285486,train,train
COCO_train2014_000000285628,train,train
COCO_train2014_000000285634,train,train
COCO_train2014_000000285883,train,train
COCO_train2014_000000285913,train,train
COCO_train2014_000000285914,train,train
COCO_train2014_000000286009,train,train
COCO_train2014_000000286101,train,train
COCO_train2014_000000286159,train,train
COCO_train2014_000000286190,train,train
COCO_train2014_000000286234,train,train
COCO_train2014_000000286254,train,train
COCO_train2014_000000286302,train,train
COCO_train2014_000000286328,train,train
COCO_train2014_000000286359,train,train
COCO_train2014_000000286382,train,train
COCO_train2014_000000286411,train,train
COCO_train2014_000000286425,train,train
COCO_train2014_000000286471,train,train
COCO_train2014_000000286530,train,train
COCO_train2014_000000286639,train,train
COCO_train2014_000000286645,train,train
COCO_train2014_000000286688,train,train
COCO_train2014_000000286787,train,train
COCO_train2014_000000286870,train,train
COCO_train2014_000000286930,train,train
COCO_train2014_000000287119,train,train
COCO_train2014_000000287213,train,train
COCO_train2014_000000287221,train,train
COCO_train2014_000000287249,train,train
COCO_train2014_000000287299,train,train
COCO_train2014_000000287337,train,train
COCO_train2014_000000287361,train,train
COCO_train2014_000000287369,train,train
COCO_train2014_000000287386,train,train
COCO_train2014_000000287388,train,train
COCO_train2014_000000287400,train,train
COCO_train2014_000000287422,train,train
COCO_train2014_000000287488,train,train
COCO_train2014_000000287716,train,train
COCO_train2014_000000287760,train,train
COCO_train2014_000000287782,train,train
COCO_train2014_000000287839,train,train
COCO_train2014_000000287854,train,train
COCO_train2014_000000287881,train,train
COCO_train2014_000000287953,train,train
COCO_train2014_000000287958,train,train
COCO_train2014_000000287988,train,train
COCO_train2014_000000288021,train,train
COCO_train2014_000000288099,train,train
COCO_train2014_000000288164,train,train
COCO_train2014_000000288171,train,train
COCO_train2014_000000288204,train,train
COCO_train2014_000000288263,train,train
COCO_train2014_000000288310,train,train
COCO_train2014_000000288358,train,train
COCO_train2014_000000288416,train,train
COCO_train2014_000000288506,train,train
COCO_train2014_000000288556,train,train
COCO_train2014_000000288610,train,train
COCO_train2014_000000288721,train,train
COCO_train2014_000000288723,train,train
COCO_train2014_000000288733,train,train
COCO_train2014_000000288841,train,train
COCO_train2014_000000288853,train,train
COCO_train2014_000000288921,train,train
COCO_train2014_000000289058,train,train
COCO_train2014_000000289147,train,train
COCO_train2014_000000289199,train,train
COCO_train2014_000000289212,train,train
COCO_train2014_000000289248,train,train
COCO_train2014_000000289276,train,train
COCO_train2014_000000289282,train,train
COCO_train2014_000000289326,train,train
COCO_train2014_000000289329,train,train
COCO_train2014_000000289333,train,train
COCO_train2014_000000289341,train,train
COCO_train2014_000000289621,train,train
COCO_train2014_000000289662,train,train
COCO_train2014_000000289684,train,train
COCO_train2014_000000289696,train,train
COCO_train2014_000000289698,train,train
COCO_train2014_000000289791,train,train
COCO_train2014_000000289795,train,train
COCO_train2014_000000289833,train,train
COCO_train2014_000000289864,train,train
COCO_train2014_000000289866,train,train
COCO_train2014_000000289912,train,train
COCO_train2014_000000289915,train,train
COCO_train2014_000000289972,train,train
COCO_train2014_000000290153,train,train
COCO_train2014_000000290318,train,train
COCO_train2014_000000290331,train,train
COCO_train2014_000000290398,train,train
COCO_train2014_000000290549,train,train
COCO_train2014_000000290566,train,train
COCO_train2014_000000290584,train,train
COCO_train2014_000000290656,train,train
COCO_train2014_000000290705,train,train
COCO_train2014_000000290720,train,train
COCO_train2014_000000290761,train,train
COCO_train2014_000000290812,train,train
COCO_train2014_000000290846,train,train
COCO_train2014_000000290849,train,train
COCO_train2014_000000290866,train,train
COCO_train2014_000000290962,train,train
COCO_train2014_000000290974,train,train
COCO_train2014_000000291004,train,train
COCO_train2014_000000291019,train,train
COCO_train2014_000000291207,train,train
COCO_train2014_000000291269,train,train
COCO_train2014_000000291475,train,train
COCO_train2014_000000291478,train,train
COCO_train2014_000000291484,train,train
COCO_train2014_000000291493,train,train
COCO_train2014_000000291503,train,train
COCO_train2014_000000291526,train,train
COCO_train2014_000000291725,train,train
COCO_train2014_000000291839,train,train
COCO_train2014_000000291841,train,train
COCO_train2014_000000291873,train,train
COCO_train2014_000000292101,train,train
COCO_train2014_000000292102,train,train
COCO_train2014_000000292125,train,train
COCO_train2014_000000292127,train,train
COCO_train2014_000000292133,train,train
COCO_train2014_000000292213,train,train
COCO_train2014_000000292271,train,train
COCO_train2014_000000292283,train,train
COCO_train2014_000000292315,train,train
COCO_train2014_000000292351,train,train
COCO_train2014_000000292358,train,train
COCO_train2014_000000292444,train,train
COCO_train2014_000000292537,train,train
COCO_train2014_000000292538,train,train
COCO_train2014_000000292597,train,train
COCO_train2014_000000292661,train,train
COCO_train2014_000000292763,train,train
COCO_train2014_000000292823,train,train
COCO_train2014_000000292827,train,train
COCO_train2014_000000292833,train,train
COCO_train2014_000000292844,train,train
COCO_train2014_000000292927,train,train
COCO_train2014_000000293254,train,train
COCO_train2014_000000293362,train,train
COCO_train2014_000000293453,train,train
COCO_train2014_000000293524,train,train
COCO_train2014_000000293679,train,train
COCO_train2014_000000293716,train,train
COCO_train2014_000000293756,train,train
COCO_train2014_000000293899,train,train
COCO_train2014_000000294102,train,train
COCO_train2014_000000294159,train,train
COCO_train2014_000000294186,train,train
COCO_train2014_000000294283,train,train
COCO_train2014_000000294330,train,train
COCO_train2014_000000294346,train,train
COCO_train2014_000000294409,train,train
COCO_train2014_000000294679,train,train
COCO_train2014_000000294688,train,train
COCO_train2014_000000294716,train,train
COCO_train2014_000000294813,train,train
COCO_train2014_000000294837,train,train
COCO_train2014_000000294892,train,train
COCO_train2014_000000294933,train,train
COCO_train2014_000000294942,train,train
COCO_train2014_000000294957,train,train
COCO_train2014_000000294968,train,train
COCO_train2014_000000295015,train,train
COCO_train2014_000000295103,train,train
COCO_train2014_000000295106,train,train
COCO_train2014_000000295159,train,train
COCO_train2014_000000295257,train,train
COCO_train2014_000000295282,train,train
COCO_train2014_000000295317,train,train
COCO_train2014_000000295329,train,train
COCO_train2014_000000295358,train,train
COCO_train2014_000000295428,train,train
COCO_train2014_000000295443,train,train
COCO_train2014_000000295461,train,train
COCO_train2014_000000295537,train,train
COCO_train2014_000000295578,train,train
COCO_train2014_000000295647,train,train
COCO_train2014_000000295659,train,train
COCO_train2014_000000295686,train,train
COCO_train2014_000000295745,train,train
COCO_train2014_000000295753,train,train
COCO_train2014_000000295889,train,train
COCO_train2014_000000295924,train,train
COCO_train2014_000000296046,train,train
COCO_train2014_000000296067,train,train
COCO_train2014_000000296108,train,train
COCO_train2014_000000296244,train,train
COCO_train2014_000000296257,train,train
COCO_train2014_000000296374,train,train
COCO_train2014_000000296432,train,train
COCO_train2014_000000296474,train,train
COCO_train2014_000000296477,train,train
COCO_train2014_000000296560,train,train
COCO_train2014_000000296613,train,train
COCO_train2014_000000296629,train,train
COCO_train2014_000000296635,train,train
COCO_train2014_000000296696,train,train
COCO_train2014_000000296790,train,train
COCO_train2014_000000296793,train,train
COCO_train2014_000000296882,train,train
COCO_train2014_000000296913,train,train
COCO_train2014_000000297019,train,train
COCO_train2014_000000297104,train,train
COCO_train2014_000000297181,train,train
COCO_train2014_000000297204,train,train
COCO_train2014_000000297251,train,train
COCO_train2014_000000297363,train,train
COCO_train2014_000000297387,train,train
COCO_train2014_000000297502,train,train
COCO_train2014_000000297512,train,train
COCO_train2014_000000297517,train,train
COCO_train2014_000000297585,train,train
COCO_train2014_000000297631,train,train
COCO_train2014_000000297645,train,train
COCO_train2014_000000297665,train,train
COCO_train2014_000000297699,train,train
COCO_train2014_000000297730,train,train
COCO_train2014_000000297859,train,train
COCO_train2014_000000297876,train,train
COCO_train2014_000000297877,train,train
COCO_train2014_000000297921,train,train
COCO_train2014_000000298014,train,train
COCO_train2014_000000298031,train,train
COCO_train2014_000000298034,train,train
COCO_train2014_000000298077,train,train
COCO_train2014_000000298147,train,train
COCO_train2014_000000298242,train,train
COCO_train2014_000000298297,train,train
COCO_train2014_000000298299,train,train
COCO_train2014_000000298458,train,train
COCO_train2014_000000298483,train,train
COCO_train2014_000000298564,train,train
COCO_train2014_000000298596,train,train
COCO_train2014_000000298657,train,train
COCO_train2014_000000298658,train,train
COCO_train2014_000000298799,train,train
COCO_train2014_000000298848,train,train
COCO_train2014_000000298853,train,train
COCO_train2014_000000299004,train,train
COCO_train2014_000000299029,train,train
COCO_train2014_000000299122,train,train
COCO_train2014_000000299273,train,train
COCO_train2014_000000299309,train,train
COCO_train2014_000000299351,train,train
COCO_train2014_000000299563,train,train
COCO_train2014_000000299647,train,train
COCO_train2014_000000299662,train,train
COCO_train2014_000000299765,train,train
COCO_train2014_000000299773,train,train
COCO_train2014_000000299779,train,train
COCO_train2014_000000299794,train,train
COCO_train2014_000000299836,train,train
COCO_train2014_000000299871,train,train
COCO_train2014_000000299968,train,train
COCO_train2014_000000299974,train,train
COCO_train2014_000000300011,train,train
COCO_train2014_000000300024,train,train
COCO_train2014_000000300040,train,train
COCO_train2014_000000300052,train,train
COCO_train2014_000000300067,train,train
COCO_train2014_000000300070,train,train
COCO_train2014_000000300103,train,train
COCO_train2014_000000300197,train,train
COCO_train2014_000000300198,train,train
COCO_train2014_000000300232,train,train
COCO_train2014_000000300279,train,train
COCO_train2014_000000300284,train,train
COCO_train2014_000000300333,train,train
COCO_train2014_000000300396,train,train
COCO_train2014_000000300399,train,train
COCO_train2014_000000300414,train,train
COCO_train2014_000000300441,train,train
COCO_train2014_000000300470,train,train
COCO_train2014_000000300568,train,train
COCO_train2014_000000300629,train,train
COCO_train2014_000000300745,train,train
COCO_train2014_000000300782,train,train
COCO_train2014_000000300887,train,train
COCO_train2014_000000300928,train,train
COCO_train2014_000000300950,train,train
COCO_train2014_000000301114,train,train
COCO_train2014_000000301146,train,train
COCO_train2014_000000301158,train,train
COCO_train2014_000000301261,train,train
COCO_train2014_000000301281,train,train
COCO_train2014_000000301334,train,train
COCO_train2014_000000301373,train,train
COCO_train2014_000000301484,train,train
COCO_train2014_000000301514,train,train
COCO_train2014_000000301537,train,train
COCO_train2014_000000301554,train,train
COCO_train2014_000000301558,train,train
COCO_train2014_000000301591,train,train
COCO_train2014_000000301605,train,train
COCO_train2014_000000301671,train,train
COCO_train2014_000000301764,train,train
COCO_train2014_000000301870,train,train
COCO_train2014_000000301885,train,train
COCO_train2014_000000301890,train,train
COCO_train2014_000000301895,train,train
COCO_train2014_000000301927,train,train
COCO_train2014_000000302076,train,train
COCO_train2014_000000302141,train,train
COCO_train2014_000000302147,train,train
COCO_train2014_000000302213,train,train
COCO_train2014_000000302230,train,train
COCO_train2014_000000302240,train,train
COCO_train2014_000000302250,train,train
COCO_train2014_000000302397,train,train
COCO_train2014_000000302424,train,train
COCO_train2014_000000302595,train,train
COCO_train2014_000000302661,train,train
COCO_train2014_000000302928,train,train
COCO_train2014_000000303020,train,train
COCO_train2014_000000303126,train,train
COCO_train2014_000000303213,train,train
COCO_train2014_000000303236,train,train
COCO_train2014_000000303311,train,train
COCO_train2014_000000303453,train,train
COCO_train2014_000000303508,train,train
COCO_train2014_000000303651,train,train
COCO_train2014_000000303658,train,train
COCO_train2014_000000303703,train,train
COCO_train2014_000000303708,train,train
COCO_train2014_000000303723,train,train
COCO_train2014_000000303743,train,train
COCO_train2014_000000303763,train,train
COCO_train2014_000000303923,train,train
COCO_train2014_000000303946,train,train
COCO_train2014_000000303959,train,train
COCO_train2014_000000303992,train,train
COCO_train2014_000000304047,train,train
COCO_train2014_000000304150,train,train
COCO_train2014_000000304158,train,train
COCO_train2014_000000304248,train,train
COCO_train2014_000000304295,train,train
COCO_train2014_000000304332,train,train
COCO_train2014_000000304466,train,train
COCO_train2014_000000304483,train,train
COCO_train2014_000000304523,train,train
COCO_train2014_000000304570,train,train
COCO_train2014_000000304590,train,train
COCO_train2014_000000304625,train,train
COCO_train2014_000000304693,train,train
